id,label,sample_type,frame_count,landmarks,created_at
"11","A","STATIC","1","0.659848,0.546168,-0.000001,0.613638,0.485587,-0.063556,0.515003,0.435019,-0.087137,0.419694,0.391072,-0.104002,0.367787,0.343859,-0.108459,0.412027,0.456105,-0.024048,0.342586,0.480673,-0.085915,0.422421,0.497944,-0.112192,0.471678,0.492417,-0.117803,0.412173,0.507897,-0.008798,0.342333,0.533648,-0.076557,0.446329,0.537501,-0.081108,0.486312,0.519230,-0.064703,0.424642,0.555771,-0.007107,0.369997,0.578461,-0.073198,0.459700,0.570960,-0.053969,0.494086,0.549046,-0.020617,0.444696,0.598545,-0.011022,0.408997,0.616620,-0.047832,0.467760,0.603161,-0.034381,0.493693,0.581681,-0.011145","1781401355095"
"12","A","STATIC","1","0.658677,0.537842,-0.000001,0.611582,0.478216,-0.059086,0.517053,0.429535,-0.081133,0.424856,0.388358,-0.097650,0.376815,0.341818,-0.102864,0.416613,0.450082,-0.021369,0.349362,0.472841,-0.081355,0.427514,0.492084,-0.106221,0.478463,0.489507,-0.110787,0.417152,0.501282,-0.008402,0.350754,0.525604,-0.074452,0.451048,0.530435,-0.079027,0.491436,0.513755,-0.063040,0.430352,0.547702,-0.008460,0.377959,0.569583,-0.073619,0.464971,0.561785,-0.056299,0.499032,0.540642,-0.024487,0.451640,0.589491,-0.013570,0.414102,0.605774,-0.050975,0.472062,0.592659,-0.038796,0.499723,0.571761,-0.016484","1781401355221"
"13","A","STATIC","1","0.663204,0.529060,-0.000001,0.612192,0.471597,-0.052927,0.521892,0.426544,-0.072291,0.433549,0.385559,-0.086439,0.390168,0.338511,-0.089515,0.425038,0.445230,-0.016412,0.362133,0.469087,-0.072600,0.438116,0.486704,-0.098536,0.486137,0.484185,-0.104852,0.425711,0.494338,-0.004801,0.365200,0.520211,-0.064248,0.462547,0.523530,-0.069446,0.500152,0.507810,-0.056226,0.438175,0.539496,-0.005264,0.387360,0.562504,-0.062610,0.471386,0.554940,-0.045363,0.504356,0.534843,-0.016370,0.460360,0.578244,-0.010597,0.424498,0.596652,-0.041772,0.480648,0.583403,-0.027958,0.506791,0.562547,-0.006208","1781401355347"
"14","A","STATIC","1","0.659032,0.519465,-0.000001,0.615201,0.462387,-0.049729,0.527996,0.419113,-0.069131,0.443173,0.382255,-0.084170,0.399106,0.339537,-0.089732,0.440473,0.439026,-0.021280,0.375774,0.457894,-0.075132,0.446239,0.475923,-0.097947,0.495077,0.475306,-0.102645,0.438492,0.485451,-0.010925,0.376545,0.509121,-0.070900,0.467131,0.512808,-0.075675,0.506988,0.498182,-0.062084,0.448473,0.527561,-0.011432,0.399164,0.549929,-0.069241,0.478764,0.542409,-0.053400,0.512094,0.523383,-0.025332,0.466811,0.565186,-0.016184,0.434074,0.582048,-0.049681,0.488055,0.569513,-0.039089,0.513464,0.549724,-0.019801","1781401355502"
"15","A","STATIC","1","0.659185,0.503935,-0.000000,0.620054,0.449021,-0.044629,0.542682,0.406107,-0.062476,0.464231,0.371740,-0.076926,0.423880,0.331954,-0.082586,0.463450,0.423000,-0.016199,0.400399,0.436795,-0.066306,0.463259,0.455344,-0.086870,0.509453,0.455000,-0.090501,0.460971,0.467517,-0.007966,0.398722,0.486371,-0.063204,0.482183,0.492292,-0.066326,0.519161,0.478822,-0.052388,0.469611,0.508587,-0.010047,0.419099,0.526182,-0.064433,0.493725,0.521393,-0.047749,0.524962,0.504574,-0.019832,0.485924,0.546313,-0.016002,0.450251,0.559449,-0.047950,0.502742,0.551369,-0.036328,0.528414,0.536115,-0.016775","1781401355665"
"16","A","STATIC","1","0.661934,0.495917,-0.000000,0.622198,0.443991,-0.038640,0.546286,0.405163,-0.053731,0.471883,0.371683,-0.066631,0.433446,0.336132,-0.071562,0.472695,0.421116,-0.008978,0.410881,0.434222,-0.055814,0.468161,0.450873,-0.076578,0.512458,0.450828,-0.080987,0.472893,0.463140,-0.002612,0.411976,0.479564,-0.054486,0.490856,0.484641,-0.059019,0.527079,0.473850,-0.047006,0.481773,0.501648,-0.005934,0.430060,0.517164,-0.056390,0.500715,0.511794,-0.041278,0.532858,0.498356,-0.015569,0.497473,0.536947,-0.012766,0.461851,0.547659,-0.042147,0.510699,0.538512,-0.031321,0.535409,0.524636,-0.013129","1781401355853"
"17","A","STATIC","1","0.658633,0.491572,-0.000000,0.616470,0.440997,-0.037320,0.543052,0.404446,-0.051712,0.470684,0.371726,-0.064095,0.434676,0.335192,-0.068702,0.472478,0.417733,-0.006102,0.413343,0.431313,-0.051206,0.468910,0.449268,-0.071719,0.511749,0.449122,-0.076698,0.472067,0.459231,0.000057,0.414107,0.477009,-0.050885,0.490955,0.483060,-0.056194,0.526124,0.471145,-0.045029,0.481263,0.497779,-0.003311,0.435075,0.513730,-0.052807,0.503341,0.509319,-0.039255,0.533003,0.494585,-0.014850,0.497530,0.533009,-0.010061,0.467726,0.544431,-0.038395,0.514434,0.535852,-0.028639,0.535852,0.520571,-0.011601","1781401355983"
"18","A","STATIC","1","0.660027,0.486393,-0.000000,0.620472,0.437056,-0.039766,0.543949,0.401559,-0.055084,0.469335,0.369528,-0.067692,0.433577,0.331732,-0.072041,0.472749,0.416243,-0.010426,0.413319,0.430178,-0.056109,0.469810,0.447234,-0.075084,0.512097,0.446770,-0.078756,0.473620,0.457630,-0.003509,0.416498,0.475173,-0.054269,0.494602,0.480011,-0.057298,0.527722,0.468640,-0.044380,0.483595,0.495945,-0.006391,0.437983,0.512354,-0.055964,0.507215,0.506610,-0.040563,0.535031,0.492542,-0.014883,0.500341,0.531355,-0.012906,0.471043,0.543399,-0.041092,0.517605,0.533820,-0.030444,0.537345,0.519336,-0.012757","1781401356119"
"19","A","STATIC","1","0.658315,0.484601,-0.000000,0.614080,0.432236,-0.037740,0.539587,0.393600,-0.051656,0.464368,0.361614,-0.063115,0.424278,0.326321,-0.066450,0.466350,0.412002,-0.005633,0.406438,0.426392,-0.049500,0.465659,0.442409,-0.068962,0.507027,0.440605,-0.073473,0.466883,0.453977,0.000878,0.406005,0.470530,-0.049602,0.486352,0.475255,-0.054961,0.522202,0.464271,-0.043497,0.478112,0.493261,-0.001909,0.429706,0.508449,-0.051081,0.500420,0.502491,-0.036823,0.530872,0.488208,-0.011595,0.497080,0.528692,-0.007930,0.463520,0.539414,-0.035533,0.510701,0.529164,-0.024427,0.532565,0.514206,-0.006196","1781401356263"
"20","A","STATIC","1","0.649355,0.476672,-0.000000,0.610043,0.425006,-0.040748,0.532396,0.384356,-0.056884,0.457142,0.350372,-0.070189,0.415871,0.314656,-0.075646,0.455584,0.404394,-0.013689,0.395917,0.418274,-0.060514,0.455909,0.435937,-0.080442,0.499227,0.435346,-0.084586,0.456272,0.447431,-0.006966,0.394913,0.464424,-0.060296,0.476708,0.469624,-0.064682,0.515069,0.457734,-0.051589,0.467033,0.486732,-0.009786,0.418520,0.503257,-0.061048,0.491140,0.497172,-0.046194,0.523028,0.481760,-0.019977,0.484942,0.522476,-0.016114,0.452481,0.534321,-0.045667,0.501314,0.524191,-0.035047,0.524269,0.508339,-0.016701","1781401356382"
"21","A","STATIC","1","0.656645,0.473166,-0.000000,0.616433,0.420516,-0.044186,0.534526,0.378245,-0.060920,0.458011,0.344869,-0.074513,0.414111,0.309280,-0.080072,0.453450,0.400122,-0.012308,0.393208,0.415965,-0.063885,0.455245,0.433058,-0.087825,0.502868,0.432256,-0.093383,0.455253,0.444654,-0.004585,0.394027,0.463210,-0.063063,0.477514,0.467618,-0.070810,0.519282,0.456053,-0.058386,0.466920,0.485615,-0.007336,0.416569,0.504429,-0.063884,0.491589,0.497263,-0.050815,0.526775,0.481477,-0.023950,0.485879,0.522846,-0.013830,0.452975,0.536249,-0.047955,0.504124,0.525747,-0.038646,0.528468,0.509852,-0.019734","1781401356526"
"22","A","STATIC","1","0.666393,0.476116,-0.000000,0.626895,0.421509,-0.048550,0.540458,0.377902,-0.067846,0.460337,0.340810,-0.083203,0.416743,0.300378,-0.090264,0.456275,0.399486,-0.016995,0.396834,0.416357,-0.071529,0.461044,0.432836,-0.096739,0.511259,0.431941,-0.102518,0.457392,0.446669,-0.007694,0.396357,0.466272,-0.068633,0.482671,0.469997,-0.076286,0.525177,0.458237,-0.063225,0.468879,0.489385,-0.009387,0.419544,0.509501,-0.068003,0.496011,0.501195,-0.054167,0.531359,0.484492,-0.026385,0.487967,0.526862,-0.015172,0.454537,0.541504,-0.050200,0.507206,0.529841,-0.040229,0.531695,0.512576,-0.020588","1781401356659"
"23","A","STATIC","1","0.680465,0.485119,-0.000000,0.639729,0.430548,-0.053297,0.549255,0.386696,-0.075297,0.466491,0.347562,-0.092689,0.421250,0.304472,-0.101284,0.459226,0.409366,-0.021964,0.401220,0.428875,-0.079695,0.470818,0.446034,-0.106085,0.520911,0.444162,-0.112232,0.459266,0.458272,-0.011032,0.400128,0.480800,-0.074936,0.491215,0.485553,-0.081959,0.532387,0.471747,-0.067814,0.470271,0.502490,-0.011754,0.421360,0.525816,-0.072596,0.501395,0.518174,-0.057642,0.535833,0.498819,-0.028619,0.488537,0.541709,-0.017036,0.456544,0.559441,-0.053009,0.509971,0.546937,-0.042865,0.533393,0.526532,-0.022693","1781401356794"
"24","A","STATIC","1","0.691460,0.507590,-0.000000,0.649894,0.450808,-0.060504,0.557825,0.405476,-0.086187,0.465879,0.364768,-0.106019,0.419799,0.317888,-0.115771,0.458121,0.427614,-0.025222,0.394115,0.448183,-0.087556,0.466673,0.466685,-0.114644,0.520411,0.465463,-0.120033,0.458536,0.477746,-0.011353,0.394300,0.502286,-0.075343,0.492914,0.507806,-0.078955,0.530999,0.492335,-0.062369,0.470870,0.523209,-0.010590,0.416702,0.547422,-0.073265,0.501734,0.540702,-0.054298,0.535091,0.520026,-0.022384,0.491898,0.563581,-0.015070,0.457191,0.585706,-0.052549,0.513937,0.571880,-0.040583,0.537926,0.548751,-0.018621","1781401356929"
"25","A","STATIC","1","0.695212,0.543923,-0.000001,0.641234,0.483598,-0.060580,0.547800,0.438032,-0.084105,0.453354,0.396209,-0.100515,0.403289,0.349541,-0.104151,0.441710,0.463877,-0.020614,0.380902,0.485519,-0.083337,0.463991,0.501789,-0.113943,0.513748,0.497758,-0.122595,0.443361,0.516250,-0.005789,0.380624,0.538764,-0.068893,0.484152,0.541434,-0.075434,0.518352,0.525796,-0.062956,0.458294,0.564202,-0.003981,0.405852,0.584130,-0.063582,0.494695,0.575989,-0.043273,0.526718,0.555573,-0.012233,0.482292,0.604235,-0.007771,0.447284,0.623911,-0.038169,0.504281,0.608584,-0.021658,0.525861,0.586402,0.001826","1781401357115"
"26","A","STATIC","1","0.687199,0.558992,-0.000000,0.633953,0.503452,-0.062684,0.537657,0.458023,-0.088441,0.446010,0.414909,-0.107774,0.396582,0.368143,-0.115834,0.433155,0.482538,-0.025450,0.373197,0.507479,-0.089199,0.453895,0.525324,-0.119369,0.505736,0.520442,-0.127723,0.435089,0.536623,-0.010968,0.370457,0.562301,-0.080853,0.473403,0.566967,-0.089423,0.514441,0.550365,-0.075485,0.450186,0.586286,-0.009570,0.399699,0.610763,-0.075696,0.487618,0.602734,-0.059639,0.523401,0.580599,-0.028762,0.473677,0.628842,-0.013643,0.443258,0.649028,-0.051010,0.498617,0.634183,-0.040129,0.520224,0.609742,-0.018921","1781401357248"
"27","A","STATIC","1","0.690363,0.568486,-0.000000,0.634861,0.510634,-0.061988,0.537863,0.465218,-0.089055,0.444718,0.421177,-0.110328,0.393466,0.371970,-0.120866,0.426726,0.489137,-0.025693,0.365936,0.515346,-0.092284,0.448310,0.534003,-0.125643,0.505234,0.531448,-0.135714,0.429485,0.546015,-0.012658,0.363514,0.571855,-0.083813,0.469623,0.576123,-0.094304,0.515434,0.561329,-0.081763,0.446808,0.597851,-0.012640,0.392607,0.622105,-0.079041,0.483048,0.613124,-0.062810,0.522586,0.592037,-0.032058,0.474730,0.641702,-0.018138,0.439848,0.662062,-0.055928,0.497529,0.645723,-0.043998,0.521742,0.621444,-0.021989","1781401357398"
"28","A","STATIC","1","0.704126,0.580698,-0.000001,0.646362,0.517640,-0.069606,0.546170,0.469134,-0.101357,0.446797,0.422766,-0.125765,0.389860,0.371597,-0.137907,0.425279,0.498209,-0.032230,0.364413,0.525148,-0.103546,0.456336,0.542099,-0.139466,0.516675,0.538765,-0.150683,0.427582,0.558125,-0.016588,0.360179,0.583839,-0.092897,0.475212,0.586662,-0.104779,0.522292,0.571595,-0.092589,0.446002,0.612712,-0.014602,0.388672,0.637438,-0.085007,0.485064,0.626834,-0.066354,0.527514,0.604295,-0.033576,0.475797,0.657521,-0.018708,0.439160,0.679816,-0.058553,0.500859,0.661415,-0.044920,0.526648,0.635080,-0.021342","1781401357540"
"29","A","STATIC","1","0.707349,0.584835,-0.000000,0.652136,0.522189,-0.079950,0.541158,0.475127,-0.116537,0.433111,0.429033,-0.144148,0.374802,0.372859,-0.158860,0.408532,0.507815,-0.042014,0.352922,0.539355,-0.121623,0.451848,0.555756,-0.159995,0.514605,0.551483,-0.171009,0.413342,0.570696,-0.023668,0.349330,0.600893,-0.107141,0.470309,0.601267,-0.118443,0.518139,0.583728,-0.103482,0.434483,0.626967,-0.020672,0.382570,0.656615,-0.097919,0.485001,0.643008,-0.078793,0.525469,0.618094,-0.043551,0.466472,0.674502,-0.024552,0.434381,0.701931,-0.068165,0.500168,0.680666,-0.054786,0.524449,0.651788,-0.030005","1781401357679"
"30","A","STATIC","1","0.694980,0.594988,-0.000001,0.637392,0.526042,-0.081521,0.525822,0.472253,-0.117733,0.417421,0.423005,-0.143026,0.360828,0.366072,-0.154276,0.392848,0.511253,-0.056591,0.331855,0.541561,-0.129315,0.435185,0.556056,-0.160124,0.490593,0.550752,-0.168432,0.396433,0.574824,-0.036006,0.328936,0.604814,-0.116891,0.452209,0.602210,-0.124366,0.498045,0.584319,-0.108683,0.416804,0.632355,-0.028903,0.364487,0.661552,-0.101493,0.466883,0.645379,-0.078658,0.505011,0.620611,-0.042849,0.448555,0.680341,-0.028584,0.410661,0.706071,-0.065836,0.474597,0.683927,-0.048391,0.499538,0.657284,-0.022623","1781401357853"
"31","A","STATIC","1","0.652657,0.577275,-0.000001,0.600750,0.508697,-0.076037,0.489694,0.451589,-0.108079,0.382731,0.403895,-0.132124,0.323825,0.352180,-0.143572,0.360231,0.490445,-0.039063,0.292143,0.511466,-0.112869,0.388716,0.528782,-0.145981,0.449483,0.526817,-0.154006,0.362939,0.552563,-0.021983,0.290827,0.579085,-0.103183,0.412591,0.578886,-0.112589,0.464271,0.561443,-0.095597,0.382490,0.607653,-0.019706,0.326342,0.633549,-0.096509,0.430890,0.619369,-0.077720,0.472182,0.596294,-0.041190,0.412967,0.655283,-0.023620,0.372953,0.676074,-0.065765,0.440086,0.657520,-0.050812,0.467392,0.634175,-0.024500","1781401358017"
"32","A","STATIC","1","0.614382,0.553238,-0.000001,0.561927,0.484856,-0.072589,0.450217,0.428495,-0.103349,0.343941,0.380603,-0.126811,0.285681,0.326676,-0.138706,0.326875,0.457496,-0.040111,0.254093,0.478839,-0.113998,0.348257,0.501525,-0.146843,0.411621,0.502378,-0.155164,0.325972,0.519537,-0.025840,0.249349,0.545621,-0.106565,0.369507,0.550820,-0.115216,0.425729,0.536143,-0.098101,0.343213,0.575667,-0.025952,0.281432,0.600971,-0.102519,0.387389,0.589801,-0.083627,0.433554,0.568433,-0.047571,0.373176,0.625710,-0.032142,0.334877,0.645904,-0.077878,0.402792,0.627041,-0.065541,0.431846,0.603494,-0.040822","1781401358163"
"33","A","STATIC","1","0.580777,0.542725,-0.000001,0.525554,0.472628,-0.067528,0.418355,0.412241,-0.095490,0.311410,0.363848,-0.116664,0.248920,0.312568,-0.125157,0.291824,0.441210,-0.030950,0.214878,0.461500,-0.101646,0.308732,0.484040,-0.133546,0.370022,0.483637,-0.141923,0.290317,0.503652,-0.017317,0.208447,0.526609,-0.098578,0.328770,0.532247,-0.110007,0.383972,0.516806,-0.095009,0.308543,0.559588,-0.016963,0.245178,0.581755,-0.093120,0.350578,0.571286,-0.073352,0.397277,0.548881,-0.036636,0.339102,0.608900,-0.022090,0.296522,0.627750,-0.065714,0.364525,0.609272,-0.050919,0.394679,0.584628,-0.024476","1781401358284"
"34","A","STATIC","1","0.555362,0.542287,-0.000001,0.489748,0.469845,-0.066412,0.378176,0.411855,-0.092504,0.270433,0.361690,-0.112977,0.213081,0.304814,-0.119845,0.260467,0.439931,-0.018196,0.180046,0.464607,-0.091275,0.274195,0.483760,-0.126930,0.335352,0.479631,-0.137117,0.262854,0.502354,-0.004979,0.184903,0.530242,-0.083216,0.304583,0.533403,-0.093877,0.353629,0.515831,-0.079861,0.283003,0.560164,-0.006751,0.216198,0.584212,-0.081816,0.320488,0.574773,-0.059493,0.364713,0.553317,-0.021896,0.314554,0.610490,-0.014610,0.266112,0.629329,-0.054939,0.334535,0.614058,-0.035934,0.366736,0.592888,-0.007287","1781401358417"
"35","A","STATIC","1","0.532225,0.542325,-0.000001,0.473077,0.475681,-0.069276,0.356807,0.421435,-0.096372,0.251211,0.369992,-0.118448,0.194648,0.312004,-0.127418,0.238552,0.444648,-0.013425,0.157517,0.467460,-0.086536,0.249301,0.489032,-0.120882,0.310349,0.485612,-0.129398,0.240667,0.503947,0.000385,0.161666,0.531426,-0.078436,0.277984,0.536803,-0.088248,0.325963,0.519023,-0.071056,0.260608,0.559814,-0.002035,0.197691,0.584420,-0.079158,0.299276,0.575028,-0.060159,0.338385,0.551943,-0.022634,0.289859,0.610293,-0.010657,0.246341,0.628630,-0.053030,0.313880,0.612924,-0.036948,0.344145,0.590165,-0.008937","1781401358550"
"36","A","STATIC","1","0.524424,0.542773,-0.000001,0.458711,0.477759,-0.064814,0.348721,0.426551,-0.091498,0.246261,0.376078,-0.113834,0.190304,0.320166,-0.123307,0.234162,0.444803,-0.006816,0.152521,0.469057,-0.078039,0.239916,0.490714,-0.114133,0.303006,0.489771,-0.124020,0.235194,0.504243,0.005745,0.153465,0.532319,-0.071078,0.269016,0.536530,-0.083358,0.319305,0.520009,-0.068564,0.254791,0.559396,0.002838,0.190726,0.584133,-0.070806,0.289274,0.574030,-0.052598,0.330781,0.552556,-0.016584,0.285244,0.608540,-0.006098,0.238928,0.627917,-0.046160,0.304645,0.611107,-0.029395,0.335868,0.588782,-0.001470","1781401358680"
"37","A","STATIC","1","0.523165,0.539884,-0.000001,0.461783,0.475612,-0.060081,0.348679,0.424933,-0.085003,0.248379,0.376310,-0.106844,0.195337,0.321333,-0.117145,0.238630,0.446094,-0.008531,0.155686,0.467020,-0.079810,0.238912,0.489735,-0.115082,0.303220,0.490008,-0.123957,0.242211,0.503956,0.001342,0.159893,0.529910,-0.076337,0.271852,0.535593,-0.088065,0.326104,0.520287,-0.072245,0.260866,0.557802,-0.003737,0.194977,0.582909,-0.077632,0.292284,0.573157,-0.060629,0.336423,0.551863,-0.024982,0.288141,0.607801,-0.014358,0.242021,0.626816,-0.055814,0.307236,0.610990,-0.041137,0.339719,0.588397,-0.014508","1781401358814"
"38","A","STATIC","1","0.531125,0.539346,-0.000001,0.473090,0.474709,-0.063347,0.359137,0.421155,-0.090120,0.256900,0.369676,-0.112715,0.202208,0.310649,-0.123730,0.246018,0.444873,-0.014555,0.163627,0.465445,-0.085028,0.249862,0.487614,-0.118512,0.312895,0.486672,-0.126549,0.250335,0.502696,-0.003081,0.167692,0.528723,-0.079961,0.281990,0.533571,-0.090031,0.335552,0.517923,-0.073481,0.269499,0.556547,-0.006440,0.202047,0.581876,-0.080252,0.302267,0.571625,-0.062091,0.346221,0.550061,-0.025982,0.297006,0.606520,-0.015370,0.250033,0.626385,-0.057597,0.317636,0.610945,-0.042750,0.351389,0.589266,-0.016006","1781401358962"
"39","A","STATIC","1","0.568440,0.531245,-0.000001,0.509038,0.462840,-0.059635,0.404629,0.408081,-0.086345,0.304878,0.359163,-0.109663,0.243249,0.307781,-0.122811,0.286485,0.433681,-0.016225,0.209341,0.447116,-0.085212,0.290802,0.470151,-0.121651,0.356625,0.475582,-0.132740,0.285981,0.494202,-0.006571,0.206308,0.514793,-0.081518,0.316481,0.521009,-0.096439,0.373383,0.508770,-0.085380,0.303284,0.549321,-0.010074,0.237966,0.568455,-0.081516,0.336789,0.560999,-0.065033,0.386022,0.543563,-0.031641,0.331899,0.599082,-0.018694,0.281448,0.612107,-0.060217,0.348976,0.599169,-0.044260,0.386099,0.580889,-0.017455","1781401359153"
